Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0.084,0.0869977,0.0514197,0.0612958,0.0615524,0.0343448,0.0792435,0.0677267,0.0437704,0.0781686,0.0714407,0.0682208,0.0667514,0.0590826,0.0612131,0.0609094,0.0465588
0.085,0.0540387,0.0764441,0.0780804,0.0426315,0.0560123,0.0569656,0.0463644,0.0373618,0.0687082,0.0781546,0.0523517,0.0600375,0.0676276,0.0688425,0.0395471,0.0502209
0.086,0.0567853,0.0874304,0.0539716,0.0368332,0.0221378,0.062764,0.052468,0.0407187,0.0742014,0.0934134,0.0535724,0.0688876,0.0566412,0.0648752,0.0374109,0.0517468
0.087,0.0595319,0.067594,0.0728925,0.0462936,0.0389224,0.0615433,0.0402609,0.0416342,0.0540598,0.0760184,0.0727985,0.0548496,0.070069,0.0642648,0.0453455,0.0526624
0.088,0.0696027,0.029447,0.0600751,0.0273727,0.0535709,0.0649002,0.0549094,0.0513998,0.0449045,0.0714407,0.0773761,0.0658359,0.0697638,0.0557199,0.0642664,0.0505261
0.089,0.063194,0.0370764,0.0762494,0.0362228,0.0608951,0.0670364,0.0518576,0.0330893,0.0680978,0.050994,0.0819537,0.0618686,0.0618292,0.0660959,0.0493127,0.0410657
0.09,0.0537335,0.0343298,0.0521405,0.0343918,0.0370914,0.0496414,0.0521628,0.0352255,0.0525339,0.0223074,0.0578448,0.0615634,0.0300909,0.0651804,0.0453455,0.0511365
0.091,0.0589215,0.0199866,0.0323041,0.0197433,0.0148135,0.0688675,0.059487,0.044686,0.0537546,0.0247488,0.0496051,0.0585117,0.0484015,0.049006,0.0517542,0.0444226
0.092,0.0610577,0.0364661,0.0591595,-0.00345001,0.0337344,0.0716141,0.0451437,0.062081,0.0436838,0.0207816,0.0489947,0.0456943,0.077088,0.0612131,0.0660974,0.0584607
0.093,0.0534283,0.0361609,0.0576337,0.0465988,0.0724918,0.0533035,0.0555197,0.0633017,0.0516183,0.0357352,0.0804279,0.0621738,0.0487067,0.0554147,0.0648767,0.0636487
0.094,0.0549542,0.0559973,0.0710614,0.0563644,0.0480777,0.0716141,0.0497214,0.0562827,0.056196,0.0400076,0.0596759,0.0466098,0.0413824,0.0776926,0.0483972,0.041676
0.095,0.0668561,0.0782751,0.0503094,0.0499557,0.046857,0.057576,0.0729147,0.0327841,0.0565012,0.0244437,0.047774,0.0423373,0.052674,0.0236765,0.0325281,0.0703625
0.096,0.0674664,0.0703406,0.0506146,0.0704025,0.0166446,0.0533035,0.0643698,0.051705,0.0452097,0.0186453,0.0587604,0.0429477,0.054505,0.0459543,0.0609094,0.0795178
